staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,titl,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
39,0.5,20.0,62.570645749990945,,62.56137745799788,62.570645749990945,63.05828208300227,63.05828208300227,63.06206716700399,63.3452306669933,63.761042666999856,left,-20.0,0,0,0.6941435829940019,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
40,0.5,20.0,63.770937583001796,,63.76126595798996,63.770937583001796,64.25867608300177,64.25867608300177,64.26396924999426,64.54573583300225,64.79398258299625,right,20.0,0,0,0.5239841250004247,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
41,0.5,20.0,64.80219237499114,,64.79414458299289,64.80219237499114,65.29170033299306,65.29170033299306,65.2953217500035,65.57866529199237,65.87787295799353,right,20.0,1,1,0.5809414160030428,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
42,0.5,20.0,65.88739808299579,,65.87811666699417,65.88739808299579,66.37510304199532,66.37510304199532,66.380227207992,66.66209166699264,67.04393924999749,right,20.0,0,0,0.6560828750079963,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
43,0.5,20.0,67.05361704199458,,67.04415716699441,67.05361704199458,67.5417589169956,67.5417589169956,67.5458466669952,67.82915162500285,67.96409795799991,left,-20.0,0,0,0.41860933300631586,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
44,0.5,20.0,67.97421904199291,,67.96425866699428,67.97421904199291,68.46376170800067,68.46376170800067,68.46376170800067,68.75837037499878,68.97705162499915,right,20.0,0,0,0.5056998329964699,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
45,0.5,20.0,68.98600883300242,,68.97719783299544,68.98600883300242,69.47508020799432,69.47508020799432,69.47867920799763,69.76202116700006,70.03161949999048,left,-20.0,0,0,0.5535120420099702,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
46,0.5,20.0,70.0409650419897,,70.03179012499459,70.0409650419897,70.529503999991,70.529503999991,70.529503999991,70.82524029198976,71.24343920800311,right,20.0,0,0,0.7090402500034543,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
47,0.5,20.0,71.25002895799116,,71.24356604200148,71.25002895799116,71.74178487499012,71.74178487499012,71.74534287500137,72.02910908299964,72.4975114580011,right,20.0,1,1,0.7514946249866625,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
48,0.5,20.0,72.50766925000062,,72.49766891699983,72.50766925000062,72.99174358299933,72.99174358299933,72.9952931250009,73.2789470419957,74.08089666700107,right,20.0,0,0,1.0870216250041267,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
49,0.5,20.0,74.09087316699151,,74.08108466699196,74.09087316699151,74.57507949999126,74.57507949999126,74.57948000000033,74.8620675830025,75.36070937500335,right,20.0,1,1,0.7786311250092695,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
