trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
176,0,176,0,364.27330204200007,,364.2514529170003,10,364.27330204200007,364.27330204200007,0.014745999999831838,368.322845917,[0.065],[-0.37166666666666665],[1],[0],[0],[4.0570224580001195],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
177,0,177,0,368.3380325420003,,368.3250347500002,5,368.3380325420003,368.3380325420003,0.007916583000223909,370.18256720900035,[0.4766666666666667],[0.2633333333333333],[1],[0],[0],[1.8499707500000113],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
178,0,178,0,370.2068989590002,,370.18484854200005,10,370.2068989590002,370.2068989590002,0.01482791599983102,371.8568192920002,[0.40166666666666667],[0.06333333333333334],[1],[0],[0],[1.6575137499999073],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
179,0,179,0,371.88095875,,371.8590118340003,10,371.88095875,371.88095875,0.014857749999919179,373.8232647920004,[-0.23333333333333334],[0.08833333333333333],[1],[0],[0],[1.9497604159996627],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
180,0,180,0,373.83864633400026,,373.82550362500024,5,373.83864633400026,373.83864633400026,0.008149459000378556,375.43236754200007,[0.08666666666666667],[-0.245],[1],[0],[0],[1.5990822919998209],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
181,0,181,0,375.456573125,,375.43462045900014,10,375.456573125,375.456573125,0.014783208000153536,377.0230663750003,[0.11],[0.016666666666666666],[1],[0],[0],[1.5740523330000542],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
182,0,182,0,377.0469007920001,,377.0252749170004,10,377.0469007920001,377.0469007920001,0.01464620799970362,378.98222012500037,[0.15166666666666667],[0.06],[1],[0],[0],[1.9426642500002345],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
183,0,183,0,378.99752270900035,,378.984471792,5,378.99752270900035,378.99752270900035,0.007889541999702487,380.5825627920003,[0.445],[-0.11],[1],[0],[0],[1.5905318340001031],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
184,0,184,0,380.5974915840002,,380.58473904200036,5,380.5974915840002,380.5974915840002,0.0077335420000963495,382.1720754170001,[-0.33],[-0.245],[1],[0],[0],[1.5798969170000419],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
185,0,185,0,382.19781120900006,,382.1744429590003,10,382.19781120900006,382.19781120900006,0.016162874999736232,388.6400453750002,[-0.02],[-0.028333333333333332],[1],[0],[0],[6.4497593339997366],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
186,0,186,0,388.65537595900014,,388.6423237920003,5,388.65537595900014,388.65537595900014,0.007921666000129335,390.56582316699996,[0.22666666666666666],[-0.325],[1],[0],[0],[1.9159349579999798],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
187,0,187,0,390.5809507920003,,390.5680713750003,5,390.5809507920003,390.5809507920003,0.007950540999900113,392.048575584,[0.26],[-0.05333333333333334],[1],[0],[0],[1.4728826669997943],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
188,0,188,0,392.0637508340001,,392.0508587090003,5,392.0637508340001,392.0637508340001,0.007910958999673312,393.89913700000034,[0.12833333333333333],[0.405],[1],[0],[0],[1.840742500000033],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
189,0,189,0,393.92376087499997,,393.901451792,10,393.92376087499997,393.92376087499997,0.015017290999821853,395.7230353340001,[-0.465],[-0.2],[1],[0],[0],[1.8069303749998653],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
190,0,190,0,395.7383221250002,,395.72526912500007,5,395.7383221250002,395.7383221250002,0.007902000000285625,398.43900870900006,[0.2833333333333333],[-0.355],[1],[0],[0],[2.7061238749997756],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
191,0,191,0,398.46306470900026,,398.4412990840001,10,398.46306470900026,398.46306470900026,0.014762124999833759,400.6982890000004,[-0.25333333333333335],[0.44],[1],[0],[0],[2.24259391600026],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
192,0,192,0,400.71380791699994,,400.70050400000036,5,400.71380791699994,400.71380791699994,0.00794716599966705,402.19902820900006,[0.39],[0.425],[1],[0],[0],[1.490908791000038],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
193,0,193,0,402.2142650840001,,402.20127762500033,5,402.2142650840001,402.2142650840001,0.00790279200009536,404.1485931250004,[0.21333333333333335],[-0.28833333333333333],[1],[0],[0],[1.9397562499998457],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
194,0,194,0,404.1731180840002,,404.150930667,10,404.1731180840002,404.1731180840002,0.015246291000039491,405.60635366700035,[0.31333333333333335],[-0.045],[1],[0],[0],[1.440528292000181],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
195,0,195,0,405.630379792,,405.6085271670004,10,405.630379792,405.630379792,0.014832290999947872,407.2566348340001,[-0.31333333333333335],[-0.24333333333333335],[1],[0],[0],[1.6335762909998266],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
196,0,196,0,407.28067875000033,,407.25884891700025,10,407.28067875000033,407.28067875000033,0.014750124999864056,409.25695387500036,[-0.3383333333333333],[-0.065],[1],[0],[0],[1.9836940840000352],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
197,0,197,0,409.2813553750002,,409.2592303340002,10,409.2813553750002,409.2813553750002,0.014881375000186381,410.95672887499995,[0.35833333333333334],[-0.24666666666666667],[1],[0],[0],[1.6829645829998299],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
198,0,198,0,410.9806355420001,,410.95893216700006,10,410.9806355420001,410.9806355420001,0.014720333000241226,413.1658097090003,[-0.32166666666666666],[-0.03166666666666667],[1],[0],[0],[2.1925186670000585],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
199,0,199,0,413.1811105840002,,413.1680475420003,5,413.1811105840002,413.1811105840002,0.007968749999690772,414.8891496250003,[0.11833333333333333],[-0.35833333333333334],[1],[0],[0],[1.7134216670001479],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
